,MLS #,Type,Status,Address,City,County,Beds,Baths,Structure Type,Date,List Office Name,Price,PriceChangeType,PriceChangeTitle,Timestamp
,VAFX2252402,RES,C/S,9112 Silver Pointe Way,Fairfax Station,"Fairfax, VA",5,3/1,Detached,06/26/25,KW Metro Center (KWR17),"$1,099,000",,,2025-07-01 11:29:02
,VAFX2252304,RES,ACT,7807 Willowbrook Rd,Fairfax Station,"Fairfax, VA",4,5,Detached,06/26/25,"EXP Realty, LLC (EXPY4)","$1,699,900",,,2025-07-01 11:29:02
,VALO2100778,RES,ACT,43314 Fullerton St,Ashburn,"Loudoun, VA",4,2/1,Other,06/26/25,"Base Camp Realty of Richmond, Inc. (BCRRI1)","$901,999",,,2025-07-01 11:29:02
,VALO2100780,RES,ACT,42599-5011c Pitlochry Ter #JULIET AVAIL NOW,Sterling,"Loudoun, VA",3,2/1,End of Row/Townhouse,06/26/25,Keller Williams Realty (KWR8),"$599,990",,,2025-07-01 11:29:02
,VAFX2247840,RES,ACT,7510 Milway Dr,Alexandria,"Fairfax, VA",5,3/1,Detached,06/26/25,eXp Realty LLC (EXPY12),"$749,900",,,2025-07-01 11:29:02
,VAAX2046812,RES,C/S,4850 Eisenhower Ave #409,Alexandria,"Alexandria City, VA",2,1,Unit/Flat/Apartment,06/26/25,"Long & Foster Real Estate, Inc. (LNG8)","$359,950",,,2025-07-01 11:29:02
,VALO2100770,RES,PND,230 SE South St SE,Leesburg,"Loudoun, VA",1,1,Detached,06/29/25,Century 21 Redwood Realty (CENT27),"$325,000",,,2025-07-01 11:29:08
,VAFX2248812,RES,ACT,7709 Gromwell Ct,Springfield,"Fairfax, VA",3,3/1,Interior Row/Townhouse,06/26/25,Keller Williams Realty (KWR21),"$712,900",,,2025-07-01 11:29:08
,VALO2100776,RES,EXP,21659 Frame Sq,Broadlands,"Loudoun, VA",3,2/2,End of Row/Townhouse,06/27/25,Redfin Corp (REFC2),"$660,000",,,2025-07-01 11:29:08
,VAFX2252492,RES,ACT,7717 Fisher Dr,Falls Church,"Fairfax, VA",4,3/1,Detached,06/26/25,Merion Realty LLC (MRON1),"$1,899,900",,,2025-07-01 11:29:08
,VAFX2252474,RES,ACT,12000 Market St #314,Reston,"Fairfax, VA",2,2/0,Unit/Flat/Apartment,06/28/25,"Pearson Smith Realty, LLC (PSTH1)","$485,555",,,2025-07-01 11:29:08
,VAPW2098194,RES,ACT,15466 Thoroughfare Rd,Gainesville,"Prince William, VA",4,2/0,Detached,06/28/25,First American Real Estate (FTS1),"$569,900",,,2025-07-01 11:29:08
,VAFX2252476,RES,ACT,12919 Alton Sq #116,Herndon,"Fairfax, VA",2,1,Unit/Flat/Apartment,06/26/25,Samson Properties (SAMP19),"$319,000",,,2025-07-01 11:29:08
,VALO2100768,RES,ACT,45130 Kincora Dr,Sterling,"Loudoun, VA",3,2/1,Unit/Flat/Apartment,06/26/25,"Spring Hill Real Estate, LLC. (SHIL1)","$529,990",,,2025-07-01 11:29:08
,VAFX2252338,RES,C/S,8281 Clifton Farm Ct,Alexandria,"Fairfax, VA",3,3/1,Interior Row/Townhouse,06/26/25,"Weichert, REALTORS (WEI70)","$649,999",,,2025-07-01 11:29:08
,VAFX2252490,RES,CLS,14535 Albemarle Point Pl #95,Chantilly,"Fairfax, VA",3,2/1,Interior Row/Townhouse,04/28/25,Non Subscribing Office (NON1),"$666,570",,,2025-07-01 11:29:08
,VAFX2242248,RES,ACT,2856 Dover Ln #103,Falls Church,"Fairfax, VA",2,1,Unit/Flat/Apartment,06/26/25,eXp Realty LLC (EXPY12),"$309,888",,,2025-07-01 11:29:08
,VAPW2098192,RES,ACT,11993 Brice House Ct,Woodbridge,"Prince William, VA",4,3/0,Detached,06/28/25,"EXP Realty, LLC (EXPY17)","$525,000",,,2025-07-01 11:29:08
,VAAR2056734,RES,A/C,1200 N Hartford St #610,Arlington,"Arlington, VA",1,1,Penthouse Unit/Flat/Apartment,06/28/25,Compass (COMPS6),"$448,000",,,2025-07-01 11:29:08
,VAFX2252352,RES,PND,6717 Sunset Woods Ct,Burke,"Fairfax, VA",3,2/1,Interior Row/Townhouse,06/28/25,"Long & Foster Real Estate, Inc. (LNG93)","$649,500",,,2025-07-01 11:29:08
,VAFX2252486,RES,A/C,6621 Wakefield Dr #720,Alexandria,"Fairfax, VA",1,1,Unit/Flat/Apartment,06/30/25,Compass Real Estate (CPSR1),"$199,000",,,2025-07-01 11:29:08
,VAFX2252350,RES,C/S,4107 Conrad Rd,Alexandria,"Fairfax, VA",4,2/1,Detached,06/26/25,RLAH @properties (RLAH3),"$740,000",,,2025-07-01 11:29:08
,VAFX2246026,RES,C/S,912 Grant St,Herndon,"Fairfax, VA",3,2,Detached,06/26/25,"Long & Foster Real Estate, Inc. (LNG85)","$599,000",,,2025-07-01 11:29:08
,VALO2100766,RES,CLS,1053 Venifena Ter SE,Leesburg,"Loudoun, VA",3,4/1,Interior Row/Townhouse,06/25/25,Non Subscribing Office (NON1),"$834,380",,,2025-07-01 11:29:08
,VAPW2097388,RES,ACT,1869 Cedar Cove Way #101,Woodbridge,"Prince William, VA",3,2/1,End of Row/Townhouse,06/26/25,KW Metro Center (KWR19),"$380,000",,,2025-07-01 11:29:08
,VAPW2094812,RES,C/S,13724 Lynhurst Dr,Woodbridge,"Prince William, VA",4,2/1,Detached,06/26/25,Samson Properties (SAMP1),"$475,000",,,2025-07-01 11:29:08
,VALO2099534,RES,C/S,43858 Grantner Pl,Ashburn,"Loudoun, VA",4,4/1,Detached,06/26/25,Keller Williams Realty (KWR18),"$1,225,000",,,2025-07-01 11:29:08
,VAAX2047034,RES,C/S,200 N Pickett St #308,Alexandria,"Alexandria City, VA",3,2/1,Unit/Flat/Apartment,06/26/25,"EXP Realty, LLC (EXPY5)","$474,000",,,2025-07-01 11:29:08
,VAFX2252380,RES,ACT,9733 Kings Crown Ct #202,Fairfax,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/26/25,"RE/MAX Gateway, LLC (RMAX110)","$334,900",,,2025-07-01 11:29:08
,VAPW2095248,RES,ACT,13700 Jordan Meadows Ln,Nokesville,"Prince William, VA",4,4/1,Detached,06/26/25,"Washington Fine Properties, LLC (WFP5)","$1,350,000",,,2025-07-01 11:29:08
,VAAX2046956,RES,ACT,509 N Armistead St #303,Alexandria,"Alexandria City, VA",3,1/1,Unit/Flat/Apartment,06/27/25,RE/MAX Allegiance (RMAX34),"$299,900",,,2025-07-01 11:29:08
,VAFX2252368,RES,ACT,10300 Bushman Dr #102,Oakton,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/26/25,Corcoran McEnearney (MCE3),"$363,000",,,2025-07-01 11:29:14
,VAAR2059964,RES,ACT,4615 32nd St N,Arlington,"Arlington, VA",6,5/1,Detached,06/26/25,Compass (COMPS2),"$3,199,000",,,2025-07-01 11:29:14
,VALO2100146,RES,ACT,24660 Woolly Mammoth Ter #404,Aldie,"Loudoun, VA",3,2,Unit/Flat/Apartment,06/27/25,Casey Margenau Fine Homes and Estates LLC (CMFH1),"$499,999",,,2025-07-01 11:29:14
,VAFX2251824,RES,ACT,13390 Spofford Rd #302,Herndon,"Fairfax, VA",2,2/1,Unit/Flat/Apartment,06/27/25,"Advin Realty, LLC (AVRY1)","$414,900",,,2025-07-01 11:29:14
,VAFX2246258,RES,CLS,10206 Bushman Dr #422,Oakton,"Fairfax, VA",3,2,Unit/Flat/Apartment,06/26/25,Non Subscribing Office (NON1),"$395,000",down,Price Decrease,2025-07-01 11:29:14
,VALO2094344,RES,ACT,45918 Swallow Ter,Sterling,"Loudoun, VA",3,2/1,Interior Row/Townhouse,04/19/25,Compass (COMPS3),"$559,999",,,2025-07-01 11:29:14
,VAAX2045634,RES,ACT,307 Yoakum Pkwy #1105,Alexandria,"Alexandria City, VA",2,2/0,Unit/Flat/Apartment,06/09/25,Redfin Corporation (REFC1),"$325,000",,,2025-07-01 11:29:14
,VAFC2006544,RES,ACT,3805 Carolyn Ave,Fairfax,"Fairfax City, VA",6,5/0,Detached,06/26/25,Ikon Realty (IKON6),"$1,062,000",,,2025-07-01 11:29:14
,VAFX2246966,RES,ACT,8650 McHenry St,Vienna,"Fairfax, VA",5,5/1,Detached,06/26/25,"Pearson Smith Realty, LLC (PSTH3)","$2,499,000",,,2025-07-01 11:29:14
,VAPW2094346,RES,ACT,12705 Gordon Blvd #37,Woodbridge,"Prince William, VA",3,2,Unit/Flat/Apartment,06/27/25,"EXP Realty, LLC (EXPY1)","$320,000",,,2025-07-01 11:29:14
,VAAX2046998,RES,ACT,2500 N Van Dorn St #415,Alexandria,"Alexandria City, VA",0,1,Unit/Flat/Apartment,06/26/25,"Pearson Smith Realty, LLC (PSTH1)","$150,000",,,2025-07-01 11:29:14
,VAFX2250132,RES,ACT,3031 Federal Hill Dr,Seven Corners,"Fairfax, VA",4,3/1,End of Row/Townhouse,06/26/25,"Long & Foster Real Estate, Inc. (LNG78)","$710,500",up,Price Increase,2025-07-01 11:29:14
,VAPW2098100,RES,ACT,5353 Macwood Dr,Woodbridge,"Prince William, VA",5,2,Detached,06/26/25,Fairfax Realty Select (FXR1),"$445,000",,,2025-07-01 11:29:14
,VAFX2249910,RES,ACT,6400 Inwood Dr,Springfield,"Fairfax, VA",5,3/1,Detached,06/26/25,KW Metro Center (KWR17),"$822,000",,,2025-07-01 11:29:14
,VAPW2098038,RES,C/S,15715 Buck Ln,Dumfries,"Prince William, VA",5,3/1,Detached,06/26/25,"Long & Foster Real Estate, Inc. (LNG85)","$650,000",,,2025-07-01 11:29:14
,VALO2100552,RES,ACT,423 W Colonial Hwy,Hamilton,"Loudoun, VA",4,3/1,Detached,06/26/25,Keller Williams Realty (KWR21),"$875,000",,,2025-07-01 11:29:14
,VAAR2059938,RES,C/S,2119 21st Rd N,Arlington,"Arlington, VA",4,3/2,Interior Row/Townhouse,06/26/25,Compass (COMPS6),"$1,775,000",,,2025-07-01 11:29:14
,VAPW2097900,RES,C/S,15675 Viewpoint Cir,Dumfries,"Prince William, VA",2,2/1,End of Row/Townhouse,06/26/25,Green Dot Realty (JCKL1),"$424,900",,,2025-07-01 11:29:14
,VAPW2097654,RES,ACT,111 River Rd,Occoquan,"Prince William, VA",4,3/1,Interior Row/Townhouse,06/26/25,Samson Properties (SAMP1),"$620,000",,,2025-07-01 11:29:14
,VAPW2097948,RES,C/S,16280 Eagle Flight Cir,Woodbridge,"Prince William, VA",5,3/1,Detached,06/26/25,Keller Williams Realty (KWR8),"$800,000",,,2025-07-01 11:29:14
,VAPW2098018,RES,C/S,12259 Ladymeade Ct #201,Woodbridge,"Prince William, VA",2,2,Unit/Flat/Apartment,06/26/25,"EXP Realty, LLC (EXPY5)","$305,000",,,2025-07-01 11:29:14
,VAFX2252252,RES,ACT,13505 Clear Lake Ct,Herndon,"Fairfax, VA",4,2/1,Detached,06/26/25,Take 2 Real Estate LLC (TAKE2),"$1,289,000",,,2025-07-01 11:29:14
,VAFX2252446,RES,ACT,10127 Turnberry Pl,Oakton,"Fairfax, VA",4,3/1,Interior Row/Townhouse,06/26/25,Samson Properties (SAMP1),"$800,000",,,2025-07-01 11:29:14
,VAFX2252432,RES,ACT,8549 Blue Rock Ln,Lorton,"Fairfax, VA",2,1,Interior Row/Townhouse,06/26/25,D.S.A. Properties & Investments LLC (DSPR1),"$424,900",,,2025-07-01 11:29:14
,VAFX2252418,RES,ACT,6338 Bren Mar Dr,Alexandria,"Fairfax, VA",4,3/1,Detached,06/26/25,"Real Broker, LLC (REKL1)","$759,000",,,2025-07-01 11:29:14
,VALO2100632,RES,ACT,38308 Long Ln,Lovettsville,"Loudoun, VA",3,3,Detached,06/27/25,Hunt Country Sotheby's International  Realty (HUNC1),"$639,000",,,2025-07-01 11:29:20
,VAAR2055930,RES,ACT,2503 N Jefferson St,Arlington,"Arlington, VA",6,4/1,Detached,06/26/25,"Washington Fine Properties, LLC (WFP4)","$2,495,000",,,2025-07-01 11:29:20
,VAFX2252416,RES,A/C,5707 Callcott Way #G,Alexandria,"Fairfax, VA",3,2/1,Interior Row/Townhouse,06/29/25,"EXP Realty, LLC (EXPY4)","$539,900",,,2025-07-01 11:29:20
,VAFX2247294,RES,ACT,1106 Hobnail Ct,Great Falls,"Fairfax, VA",6,5/2,Detached,06/12/25,TTR Sothebys International Realty (TTRS3),"$2,650,000",,,2025-07-01 11:29:20
,VAAX2047020,RES,ACT,6038 Lincolnia Rd,Alexandria,"Alexandria City, VA",3,3/1,End of Row/Townhouse,06/27/25,"Pearson Smith Realty, LLC (PSTH1)","$680,000",,,2025-07-01 11:29:20
,VAFX2252430,RES,ACT,10418 Adel Rd,Oakton,"Fairfax, VA",4,4/0,Detached,06/26/25,Samson Properties (SAMP1),"$1,050,000",,,2025-07-01 11:29:20
,VAFX2252428,RES,CLS,2726 Gallows Rd #1319,Vienna,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/23/25,Non Subscribing Office (NON1),"$485,000",,,2025-07-01 11:29:20
,VAAX2046908,RES,ACT,4551 Strutfield Ln #4337,Alexandria,"Alexandria City, VA",2,1,Unit/Flat/Apartment,06/26/25,Keller Williams Capital Properties (KWCP2),"$389,000",,,2025-07-01 11:29:20
,VAPW2098178,RES,C/S,2307 Sweet Pepperbrush Loop,Dumfries,"Prince William, VA",4,4/1,Detached,06/26/25,"Smart Realty, LLC (CMAR1)","$809,000",,,2025-07-01 11:29:20
,VAAX2046924,RES,ACT,801 N Fairfax St #318,Alexandria,"Alexandria City, VA",2,2,Unit/Flat/Apartment,06/26/25,"Long & Foster Real Estate, Inc. (LNG183)","$669,900",,,2025-07-01 11:29:20
,VAPW2098028,RES,PND,14512 Penderlea Ct,Gainesville,"Prince William, VA",4,4/1,Detached,06/29/25,"Pearson Smith Realty, LLC (PSTH1)","$899,900",,,2025-07-01 11:29:20
,VAAX2046700,RES,ACT,3545 Goddard Way,Alexandria,"Alexandria City, VA",3,2/2,Interior Row/Townhouse,06/25/25,Coldwell Banker Realty (CBRB54),"$1,050,000",,,2025-07-01 11:29:20
,VAAR2059464,RES,C/S,1881 N Nash St #607,Arlington,"Arlington, VA",1,2,Unit/Flat/Apartment,06/25/25,"Washington Fine Properties, LLC (WFP1)","$899,000",,,2025-07-01 11:29:20
,VAFX2252422,RES,ACT,1830 Fountain Dr #1106,Reston,"Fairfax, VA",2,2/0,Unit/Flat/Apartment,06/28/25,e Venture LLC (EVEN1),"$640,000",,,2025-07-01 11:29:20
,VAFX2250162,RES,A/C,8573 Chester Grove Ct,Springfield,"Fairfax, VA",3,2/2,Interior Row/Townhouse,06/30/25,"RE/MAX Gateway, LLC (RMAX154)","$540,000",,,2025-07-01 11:29:20
,VALO2100736,RES,C/S,24997 Cambridge Hill Ter,Chantilly,"Loudoun, VA",3,3/1,Interior Row/Townhouse,06/25/25,Samson Properties (SAMP1),"$825,000",,,2025-07-01 11:29:20
,VALO2100674,RES,ACT,305 S Kennedy Rd S,Sterling,"Loudoun, VA",3,3/0,Detached,06/27/25,"Marquiss Realty, LLC (MARQSS1)","$550,000",,,2025-07-01 11:29:20
,VALO2100730,RES,ACT,21929 Thompson Sq,Sterling,"Loudoun, VA",3,2/2,Interior Row/Townhouse,06/27/25,Samson Properties (SAMP1),"$570,000",,,2025-07-01 11:29:20
,VAFX2251958,RES,C/S,9019 Fox Grape Ln,Springfield,"Fairfax, VA",3,2/2,End of Row/Townhouse,06/25/25,Keller Williams Capital Properties (KWCP3),"$625,000",,,2025-07-01 11:29:20
,VAPW2097910,RES,ACT,13332 Paramount Ln,Woodbridge,"Prince William, VA",4,3,Detached,06/25/25,Samson Properties (SAMP5),"$469,900",,,2025-07-01 11:29:20
,VAFX2251760,RES,C/S,12945 Centre Park Cir #310,Herndon,"Fairfax, VA",3,2,Unit/Flat/Apartment,06/25/25,"Virginia Select Homes, LLC. (VSH1)","$415,000",,,2025-07-01 11:29:20
,VAAR2059856,RES,ACT,1045 N Utah St #2-212,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,06/26/25,"Real Broker, LLC (REKL10)","$625,000",,,2025-07-01 11:29:20
,VAFX2250626,RES,A/C,8384 Forrester Blvd,Springfield,"Fairfax, VA",2,1/1,Interior Row/Townhouse,06/30/25,KW Metro Center (KWR9),"$420,000",,,2025-07-01 11:29:20
,VAFX2252412,RES,A/C,5904 Mount Eagle Dr #1003,Alexandria,"Fairfax, VA",2,1/1,Unit/Flat/Apartment,06/29/25,RE/MAX Allegiance (RMAX127),"$409,500",,,2025-07-01 11:29:20
,VAFX2250588,RES,ACT,13222 Goose Pond Ln,Fairfax,"Fairfax, VA",3,2/2,End of Row/Townhouse,06/25/25,Samson Properties (SAMP4),"$840,000",,,2025-07-01 11:29:20
,VAPW2098172,RES,ACT,12749 Stone Lined Cir,Woodbridge,"Prince William, VA",3,2/1,Interior Row/Townhouse,06/30/25,"EXP Realty, LLC (EXXPR1)","$542,900",,,2025-07-01 11:29:26
,VAFX2249698,RES,ACT,2045 Headlands Cir,Reston,"Fairfax, VA",2,1/2,End of Row/Townhouse,06/25/25,Keller Williams Realty (KWR21),"$529,900",,,2025-07-01 11:29:26
,VAFX2246212,RES,A/C,4920 Sunset Ln,Annandale,"Fairfax, VA",6,4/1,Detached,06/30/25,"RE/MAX Distinctive Real Estate, Inc. (RMAXD5)","$1,199,000",,,2025-07-01 11:29:26
,VAFX2252398,RES,A/C,6900 Mary Caroline Cir #L,Alexandria,"Fairfax, VA",3,2/0,Penthouse Unit/Flat/Apartment,06/28/25,"Goodfriend Real Estate, LLC (GOOD20)","$450,000",,,2025-07-01 11:29:26
,VAFX2250638,RES,ACT,5722 Larpin Ln,Alexandria,"Fairfax, VA",3,3,Detached,06/26/25,Compass (COMPS7),"$749,900",,,2025-07-01 11:29:26
,VAFX2251732,RES,ACT,3100 S Manchester St #827,Falls Church,"Fairfax, VA",2,1,Unit/Flat/Apartment,06/25/25,"Adamz Realty Group, LLC. (ADAMZ1)","$275,000",,,2025-07-01 11:29:26
,VAFX2246098,RES,CLS,2796 Lake Retreat Dr,Herndon,"Fairfax, VA",6,5/1,Detached,06/02/25,Non Subscribing Office (NON1),"$2,120,490",,,2025-07-01 11:29:26
,VAFX2252388,RES,ACT,1020 Queens Ct,Herndon,"Fairfax, VA",3,2/1,Interior Row/Townhouse,06/25/25,First Decision Realty LLC (FDER1),"$449,999",down,Price Decrease,2025-07-01 11:29:26
,VAPW2098166,RES,ACT,1262 Everett Ave,Woodbridge,"Prince William, VA",4,2/0,Detached,06/30/25,BNI Realty (BNI1),"$474,990",,,2025-07-01 11:29:26
,VAFX2252390,RES,ACT,2241 Senseney Ln,Falls Church,"Fairfax, VA",5,2/1,Detached,06/25/25,Samson Properties (SAMP1),"$985,000",,,2025-07-01 11:29:26
,VAAX2046882,RES,C/S,5904 Mayflower Ct,Alexandria,"Alexandria City, VA",2,2,Interior Row/Townhouse,06/25/25,Corcoran McEnearney (MCE1),"$300,000",,,2025-07-01 11:29:26
,VAAR2059906,RES,C/S,2465 Army Navy Dr #1-302,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,06/25/25,TTR Sothebys International Realty (TTRS3),"$485,000",,,2025-07-01 11:29:26
,VAPW2098170,RES,A/C,15091 Holleyside Dr,Dumfries,"Prince William, VA",3,2,Detached,06/29/25,Coldwell Banker Elite (CBE11),"$499,900",,,2025-07-01 11:29:26
,VAPW2098152,RES,ACT,10805 Violet Ct,Manassas,"Prince William, VA",3,2,Interior Row/Townhouse,06/30/25,Campos International Group (CAMPO1),"$385,000",,,2025-07-01 11:29:26
,VAAX2047004,RES,C/S,200 N Pickett St #108,Alexandria,"Alexandria City, VA",2,2,Penthouse Unit/Flat/Apartment,06/25/25,Corcoran McEnearney (MCE1),"$425,000",,,2025-07-01 11:29:26
,VAFX2252094,RES,ACT,12704 Fantasia Dr,Herndon,"Fairfax, VA",4,2/2,Detached,06/28/25,"Weichert, REALTORS (WEI70)","$799,000",,,2025-07-01 11:29:26
,VAFX2241856,RES,ACT,6914 Ellingham Cir #C,Alexandria,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/25/25,Better Homes and Gardens Real Estate Premier (BHG20),"$410,000",,,2025-07-01 11:29:26
,VALO2100728,RES,ACT,45050 Brae Ter #101,Ashburn,"Loudoun, VA",2,2/1,End of Row/Townhouse,07/01/25,Century 21 Redwood Realty (RDWG1),"$466,000",,,2025-07-01 11:29:26
,VALO2100336,RES,A/C,41245 Stags Leap Dr,Aldie,"Loudoun, VA",4,4/1,Detached,06/30/25,Ikon Realty (IKON5),"$1,325,000",,,2025-07-01 11:29:26
,VAAX2046918,RES,ACT,9 E Walnut St,Alexandria,"Alexandria City, VA",3,3/1,Detached,06/26/25,Corcoran McEnearney (MCE1),"$1,525,000",,,2025-07-01 11:29:26
,VAFX2252314,RES,PND,1930 Foxhall Rd,Mclean,"Fairfax, VA",4,2/1,Detached,06/26/25,Compass (COMPS2),"$1,395,000",,,2025-07-01 11:29:26
,VAAX2046994,RES,ACT,1201 N Royal St #210,Alexandria,"Alexandria City, VA",2,2,Unit/Flat/Apartment,06/29/25,TTR Sothebys International Realty (TTRS3),"$925,000",,,2025-07-01 11:29:26
,VAAX2047002,RES,ACT,4551 Strutfield Ln #4315,Alexandria,"Alexandria City, VA",2,2,Unit/Flat/Apartment,06/25/25,Signature Realtors Inc (SIRI1),"$415,000",,,2025-07-01 11:29:26
,VALO2097564,RES,PND,43290 Rush Run Ter,Ashburn,"Loudoun, VA",3,2/1,Twin/Semi-Detached,06/30/25,Keller Williams Realty (KWR18),"$700,000",,,2025-07-01 11:29:26
,VAPW2098154,RES,ACT,18191 Red Mulberry Rd,Dumfries,"Prince William, VA",3,2/2,Interior Row/Townhouse,07/01/25,CENTURY 21 New Millennium (CENT2001),"$565,000",,,2025-07-01 11:29:26
,VAFX2244586,RES,ACT,6072 Old Landing Way #48,Burke,"Fairfax, VA",2,1,Other,06/26/25,Corcoran McEnearney (MCE14),"$380,000",,,2025-07-01 11:29:32
,VALO2100530,RES,ACT,42587 Good Hope Ln,Brambleton,"Loudoun, VA",5,3/1,Detached,06/25/25,"RE/MAX Distinctive Real Estate, Inc. (RMAXD4)","$1,049,900",,,2025-07-01 11:29:32
,VAPW2098158,RES,C/S,15709 Spyglass Hill Loop,Gainesville,"Prince William, VA",5,4/1,Detached,06/25/25,TTR Sothebys International Realty (TTRS3),"$1,150,000",,,2025-07-01 11:29:32
,VAAR2059936,RES,C/S,5560 Langston Blvd #63-E,Arlington,"Arlington, VA",2,2,End of Row/Townhouse,06/25/25,Redfin Corporation (REFC1),"$575,000",,,2025-07-01 11:29:32
,VALO2100192,RES,ACT,720 E Stephens Ln,Purcellville,"Loudoun, VA",4,2/1,Detached,06/28/25,Coldwell Banker Realty (CBRB46),"$635,000",,,2025-07-01 11:29:32
,VAFX2252364,RES,C/S,8259 Purple Lilac Ct,Lorton,"Fairfax, VA",3,3/1,Interior Row/Townhouse,06/25/25,"Long & Foster Real Estate, Inc. (LNG1)","$759,900",,,2025-07-01 11:29:32
,VAAX2045250,RES,ACT,2121 Jamieson Ave #508,Alexandria,"Alexandria City, VA",2,2/0,Unit/Flat/Apartment,06/27/25,"EXP Realty, LLC (EXPY1)","$585,000",,,2025-07-01 11:29:32
,VALO2100626,RES,ACT,34844 Apple Pride Ct,Round Hill,"Loudoun, VA",5,4/1,Detached,06/25/25,Keller Williams Realty (KWR8),"$1,375,000",,,2025-07-01 11:29:32
,VAFX2249560,RES,ACT,7922 Ashland Dr,Alexandria,"Fairfax, VA",4,4/1,Detached,07/01/25,"Long & Foster Real Estate, Inc. (LNG79)","$1,100,000",,,2025-07-01 11:29:32
,VAFX2252310,RES,C/S,12801 Owlsley Way,Herndon,"Fairfax, VA",5,4/1,Detached,06/25/25,Coldwell Banker Realty (CBRB47),"$1,495,000",,,2025-07-01 11:29:32
,VAPW2098132,RES,A/C,2509 Eastbourne Dr,Woodbridge,"Prince William, VA",3,2/1,Interior Row/Townhouse,06/30/25,KW United (KWR13),"$417,000",,,2025-07-01 11:29:32
,VALO2100722,RES,CLS,22811 Tawny Pine Sq,Ashburn,"Loudoun, VA",4,4/1,Interior Row/Townhouse,06/25/25,Non Subscribing Office (NON1),"$864,580",,,2025-07-01 11:29:32
,VAPW2098094,RES,ACT,15381 Grist Mill Ter,Woodbridge,"Prince William, VA",2,2/1,Interior Row/Townhouse,06/25/25,"Weichert, REALTORS (WEI58)","$385,000",,,2025-07-01 11:29:32
,VALO2100714,RES,PND,22151 Midmoore Dr,Ashburn,"Loudoun, VA",3,2/1,Unit/Flat/Apartment,06/25/25,Toll Brothers Real Estate Inc. (TOLL1),"$551,000",,,2025-07-01 11:29:32
,VAAX2046970,RES,ACT,212 Ellsworth St,Alexandria,"Alexandria City, VA",3,3/1,End of Row/Townhouse,06/25/25,"Long & Foster Real Estate, Inc. (LNG183)","$775,000",,,2025-07-01 11:29:32
,VAFX2252340,RES,ACT,3701 S George Mason Dr #901N,Falls Church,"Fairfax, VA",1,1,Unit/Flat/Apartment,06/27/25,RE/MAX Allegiance (RMAX127),"$269,000",,,2025-07-01 11:29:32
,VAAX2046946,RES,ACT,3315 King St,Alexandria,"Alexandria City, VA",1,1,Detached,06/28/25,Allison James Estates & Homes (AJEH1),"$393,000",,,2025-07-01 11:29:32
,VAPW2097860,RES,ACT,9242 Glen Meadow Ln,Bristow,"Prince William, VA",4,3/1,Detached,06/30/25,Pearson Smith Realty LLC (PSTH7),"$825,000",,,2025-07-01 11:29:32
,VAFX2250602,RES,ACT,815 Branch Dr #305,Herndon,"Fairfax, VA",2,2,Unit/Flat/Apartment,06/28/25,RE/MAX Allegiance (RMAX1020),"$400,000",,,2025-07-01 11:29:32
,VALO2100536,RES,ACT,43485 Foxgrove Ct,Ashburn,"Loudoun, VA",4,4/1,Detached,06/25/25,Keller Williams Realty (KWR18),"$1,187,000",,,2025-07-01 11:29:32
,VAFX2250698,RES,ACT,6529 Old Carriage Dr,Alexandria,"Fairfax, VA",3,1/1,Interior Row/Townhouse,06/27/25,M.O. Wilson Properties (MOW1),"$464,999",,,2025-07-01 11:29:32
,VAAR2059928,RES,ACT,900 N Taylor St #531,Arlington,"Arlington, VA",1,1,Unit/Flat/Apartment,06/25/25,Samson Properties (SAMP33),"$180,000",,,2025-07-01 11:29:32
,VAPW2098140,RES,ACT,12211 Purcell Rd,Manassas,"Prince William, VA",2,1,Detached,06/28/25,Premiere Realty (PMEE1),"$199,900",,,2025-07-01 11:29:32
,VAFX2252306,RES,ACT,8327 Fran Ct,Lorton,"Fairfax, VA",4,4,Detached,06/26/25,Compass (COMPS2),"$995,000",,,2025-07-01 11:29:32
,VALO2100676,RES,ACT,25072 Gazelle Ct,Chantilly,"Loudoun, VA",5,4/2,Detached,06/27/25,Keller Williams Realty (KWR8),"$1,250,000",,,2025-07-01 11:29:32
,VAPW2098034,RES,C/S,15447 Painters Cove Way,Haymarket,"Prince William, VA",3,3/1,Interior Row/Townhouse,06/25/25,CENTURY 21 New Millennium (CENT2007),"$729,900",,,2025-07-01 11:29:38
,VAFX2252280,RES,C/S,5915 Craig St,Springfield,"Fairfax, VA",3,2,Detached,06/25/25,Keller Williams Realty (KWR8),"$575,000",,,2025-07-01 11:29:38
,VAFX2252300,RES,C/S,7126 Gormel Dr,Springfield,"Fairfax, VA",3,2/1,Detached,06/25/25,KW United (KWR30),"$699,000",,,2025-07-01 11:29:38
,VAAX2046292,RES,ACT,5801 Quantrell Ave #203,Alexandria,"Alexandria City, VA",2,2,Unit/Flat/Apartment,06/26/25,Keller Williams Realty (KWR21),"$265,000",,,2025-07-01 11:29:38
